Bug-ID,Increments-Revealing,Increments-Non-Revealing,Increments-No-Coverage,InvertNegs-Revealing,InvertNegs-Non-Revealing,InvertNegs-No-Coverage,ReturnVals-Revealing,ReturnVals-Non-Revealing,ReturnVals-No-Coverage,VoidMethodCall-Revealing,VoidMethodCall-Non-Revealing,VoidMethodCall-No-Coverage,PrimitiveReturns-Revealing,PrimitiveReturns-Non-Revealing,PrimitiveReturns-No-Coverage,ConstructorCall-Revealing,ConstructorCall-Non-Revealing,ConstructorCall-No-Coverage,NonVoidMethodCall-Revealing,NonVoidMethodCall-Non-Revealing,NonVoidMethodCall-No-Coverage,RemoveConditional-Revealing,RemoveConditional-Non-Revealing,RemoveConditional-No-Coverage,ABS-Revealing,ABS-Non-Revealing,ABS-No-Coverage,AOR-Revealing,AOR-Non-Revealing,AOR-No-Coverage,AOD-Revealing,AOD-Non-Revealing,AOD-No-Coverage,CRCR-Revealing,CRCR-Non-Revealing,CRCR-No-Coverage,OBBN-Revealing,OBBN-Non-Revealing,OBBN-No-Coverage,ROR-Revealing,ROR-Non-Revealing,ROR-No-Coverage,UOI-Revealing,UOI-Non-Revealing,UOI-No-Coverage,BooleanTrueReturnVals-Revealing,BooleanTrueReturnVals-Non-Revealing,BooleanTrueReturnVals-No-Coverage,BooleanFalseReturnVals-Revealing,BooleanFalseReturnVals-Non-Revealing,BooleanFalseReturnVals-No-Coverage,ArgumentPropagation-Revealing,ArgumentPropagation-Non-Revealing,ArgumentPropagation-No-Coverage,NullReturnVals-Revealing,NullReturnVals-Non-Revealing,NullReturnVals-No-Coverage,NakedReceiver-Revealing,NakedReceiver-Non-Revealing,NakedReceiver-No-Coverage,MemberVariable-Revealing,MemberVariable-Non-Revealing,MemberVariable-No-Coverage,EmptyObjectReturnVals-Revealing,EmptyObjectReturnVals-Non-Revealing,EmptyObjectReturnVals-No-Coverage,RemoveIncrements-Revealing,RemoveIncrements-Non-Revealing,RemoveIncrements-No-Coverage,Switch-Revealing,Switch-Non-Revealing,Switch-No-Coverage,RemoveSwitch-Revealing,RemoveSwitch-Non-Revealing,RemoveSwitch-No-Coverage,BigInteger-Revealing,BigInteger-Non-Revealing,BigInteger-No-Coverage
Math-92f,1,10,0,0,7,1,0,71,0,0,0,0,0,65,0,0,24,0,0,90,5,2,215,29,4,254,78,2,289,37,1,143,20,10,684,157,0,50,1,4,495,100,3,962,379,0,4,0,0,1,0,0,56,7,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,8,0,0,0,0
Math-93f,0,2,2,0,6,2,0,64,0,0,0,0,0,58,0,0,23,0,0,83,6,1,187,26,0,218,55,0,202,30,0,100,16,2,615,138,0,49,2,1,435,83,0,764,328,0,4,0,0,1,0,0,51,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0
Math-94f,0,3,1,0,7,1,0,62,0,0,0,0,0,56,0,0,22,0,0,83,5,0,183,25,0,212,56,0,206,26,0,101,15,1,616,126,0,50,1,0,417,87,0,720,352,0,4,0,0,1,0,0,50,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0
Math-95f,0,0,0,0,0,0,0,9,0,0,2,0,0,7,0,0,2,0,0,5,0,1,11,0,0,23,1,0,32,0,0,16,0,10,60,0,0,0,0,2,28,0,0,74,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Math-96f,0,0,0,0,4,1,0,55,4,0,0,0,0,8,2,0,2,0,0,132,3,0,101,0,0,134,9,0,264,16,0,132,8,0,175,6,0,0,0,0,242,1,0,536,36,0,3,0,0,1,0,0,56,1,0,44,2,0,44,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Math-97f,0,1,0,0,2,0,0,9,0,0,3,6,0,7,2,0,5,0,0,43,3,4,43,7,3,98,66,0,132,40,0,64,22,6,97,66,0,0,0,6,98,31,29,372,267,0,0,0,0,0,0,0,25,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Math-98f,0,112,14,0,1,1,0,95,11,1,21,4,0,11,2,0,104,14,0,216,43,0,475,77,0,756,174,0,211,113,0,97,65,0,894,380,0,0,0,0,987,350,6,2908,806,0,14,0,0,5,1,1,36,10,0,62,8,0,44,11,0,21,23,0,2,0,0,21,36,0,0,0,0,0,0,0,0,0
Math-99f,0,10,1,0,5,3,0,74,0,0,0,0,0,66,0,1,23,0,1,92,9,3,226,39,0,282,83,0,304,40,0,151,21,20,732,166,0,50,1,4,544,106,0,1047,413,0,5,0,0,1,0,0,54,9,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,8,0,0,0,0
Math-9f,0,0,0,0,2,0,0,16,0,0,1,0,0,4,0,0,10,0,0,27,1,0,14,2,0,14,4,0,32,0,0,16,0,0,61,13,0,0,0,0,31,9,0,52,20,0,2,0,0,0,0,0,3,0,0,9,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockito-17f,0,1,0,0,0,0,0,17,0,0,9,0,0,0,0,1,13,0,2,22,2,1,30,1,0,3,0,0,0,0,0,0,0,0,42,6,0,0,0,0,40,8,0,11,1,0,3,0,0,1,0,1,0,0,0,13,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockito-29f,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,0,1,7,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockito-37f,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,1,0,1,15,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time-11f,0,3,4,0,1,0,0,13,7,0,12,25,0,8,2,0,26,20,0,85,98,0,66,70,0,28,39,0,9,15,0,5,7,0,99,127,0,0,0,0,134,150,0,130,138,0,1,3,0,1,2,0,12,9,0,2,1,0,1,38,0,3,0,0,1,0,0,5,2,0,1,0,0,1,9,0,0,0
Time-13f,0,1,1,0,0,0,0,47,1,0,20,0,0,0,0,0,28,1,0,56,2,0,80,0,0,27,1,0,20,0,0,10,0,0,295,32,0,6,0,0,103,1,0,110,2,0,0,0,0,0,0,0,2,0,0,45,1,0,17,0,0,23,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0
Time-15f,0,0,0,0,3,0,0,22,0,0,0,0,0,17,0,2,19,0,4,40,8,1,58,9,0,92,25,0,72,0,0,35,1,4,95,19,0,0,0,1,140,17,0,305,163,0,2,0,0,2,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Time-1f,0,6,0,0,0,0,0,52,2,0,12,1,0,2,1,0,39,0,5,172,18,2,114,5,0,88,9,2,68,22,0,32,14,2,305,31,0,0,0,2,194,13,0,329,59,0,5,1,0,4,1,0,17,0,0,28,0,4,24,22,0,22,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0
Time-22f,0,4,0,0,0,0,0,9,0,0,18,0,0,2,0,0,15,0,0,104,11,0,51,7,0,88,2,0,0,0,0,0,0,0,73,3,0,0,0,0,82,15,0,284,76,0,0,0,0,0,0,0,26,3,0,7,0,0,2,11,0,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Time-24f,0,4,0,0,1,0,0,15,1,0,8,1,0,8,0,0,8,0,0,40,1,3,46,11,1,48,5,0,31,1,0,16,0,4,90,49,0,0,0,3,79,32,0,163,53,0,1,0,0,1,0,1,2,0,0,3,1,0,3,8,0,13,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Time-27f,0,1,1,0,0,0,0,47,1,0,20,0,0,0,0,0,28,1,0,56,2,0,80,0,0,26,2,0,20,0,0,10,0,0,299,28,0,6,0,0,103,1,0,106,6,0,0,0,0,0,0,0,2,0,0,45,1,0,17,0,0,22,1,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0
Time-2f,0,6,0,0,0,0,0,52,3,0,11,2,0,3,1,0,35,0,1,160,18,1,112,4,0,90,5,0,68,16,0,32,10,0,305,28,0,0,0,0,194,5,0,336,44,0,4,2,0,4,1,0,17,0,0,28,0,0,22,20,0,21,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0
Time-5f,0,1,0,0,16,0,0,74,0,0,8,0,0,8,0,0,46,0,0,270,1,1,63,0,0,190,1,0,255,1,0,127,1,0,910,7,0,0,0,0,120,0,2,755,7,0,0,0,0,0,0,0,28,0,0,66,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
